,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,6,1.318341,0.845591,1.00892,0.484658,0.594539,2.04004,2.785161,0.672033
post,5,1.390738,0.931938,1.333823,0.514053,0.585824,1.196277,3.725596,1.346245
pre,5,1.231432,0.86642,0.702113,0.645147,0.660676,1.918955,2.06596,0.37963
