,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,22,0.247454,0.19366,0.204295,0.003317,0.10639,0.288839,0.732385,1.031907
post,27,0.233397,0.198732,0.187568,0.000961,0.073727,0.353141,0.679635,0.683582
pre,16,0.224869,0.212699,0.125696,0.043623,0.13073,0.326022,0.459017,0.218835
