,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.984729,0.599844,0.821124,0.426743,0.513294,1.263722,1.9276,0.671919
post,1,1.84074,1.84074,,1.84074,1.84074,1.84074,1.84074,
pre,1,1.466594,1.466594,,1.466594,1.466594,1.466594,1.466594,
