,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,16,0.54794,0.619635,0.187569,0.205376,0.404883,0.699392,0.79256,-0.435388
post,22,0.563511,0.57717,0.18147,0.281181,0.412852,0.744708,0.791221,-0.12653
pre,11,0.503674,0.404975,0.203678,0.260239,0.321618,0.68183,0.788229,0.165712
