,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.027869,0.028554,0.005573,0.021473,0.024077,0.032346,0.032895,-0.179139
post,5,0.014516,0.01993,0.01075,0.001689,0.004166,0.02207,0.024726,-0.352171
pre,3,0.021562,0.021451,0.002465,0.019155,0.020303,0.022766,0.024081,0.082915
