,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.607582,0.619397,0.215426,0.38661,0.441231,0.785748,0.804924,-0.049563
post,4,0.699135,0.766285,0.185163,0.428502,0.658067,0.807352,0.835466,-0.986897
pre,3,0.668813,0.792174,0.217712,0.417435,0.604804,0.794502,0.79683,-0.706743
