,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.123867,0.087209,0.125782,0.003268,0.036735,0.139516,0.364384,1.012099
post,11,0.108335,0.076798,0.114315,0.006205,0.034151,0.138724,0.395981,1.559061
pre,8,0.103462,0.094723,0.070158,0.006261,0.069911,0.12079,0.235485,0.630551
