,Group,Threshold ratio,N above,% above,N total
0,in,0.01,16,88.9,18
1,in,0.05,0,0.0,18
2,in,0.1,0,0.0,18
3,in,0.2,0,0.0,18
4,post,0.01,18,90.0,20
5,post,0.05,0,0.0,20
6,post,0.1,0,0.0,20
7,post,0.2,0,0.0,20
8,pre,0.01,13,92.9,14
9,pre,0.05,0,0.0,14
10,pre,0.1,0,0.0,14
11,pre,0.2,0,0.0,14
