,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.710748,0.617365,0.672875,0.000101,0.126101,0.914743,2.439842,1.073592
post,16,1.010624,0.688471,1.135622,0.000134,0.267561,1.163302,4.004267,1.429513
pre,9,0.577554,0.383274,0.693659,0.000175,0.043509,0.629232,2.188453,1.484862
