,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,317,103.498802,33.294626,336.47939,2.690739,19.979682,62.011729,3222.750691,6.594008
post,396,89.780785,37.615744,305.942056,2.161386,17.997206,67.85816,4597.788489,10.329566
pre,251,71.864992,30.381755,200.874659,2.683629,19.513939,53.911633,2027.573484,7.562906
