,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.31834,0.31834,0.216727,0.16509,0.241715,0.394964,0.471589,-0.0
post,2,0.39083,0.39083,0.070944,0.340665,0.365747,0.415912,0.440994,0.0
pre,2,0.27253,0.27253,0.25365,0.093172,0.182851,0.362209,0.451888,0.0
