,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.776471,0.651643,0.372899,0.480613,0.593135,0.834979,1.321983,0.981446
post,5,0.727612,0.621219,0.375181,0.421229,0.431076,0.839004,1.325534,0.842088
pre,3,0.830368,0.706592,0.471043,0.433572,0.570082,1.028766,1.35094,0.449406
