,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,17,0.022655,0.024123,0.00899,0.001371,0.021838,0.02723,0.034996,-1.199726
post,18,0.024531,0.025166,0.006997,0.006418,0.020687,0.029179,0.036032,-0.693153
pre,12,0.024088,0.025344,0.00777,0.007314,0.022576,0.028152,0.03435,-0.817823
