,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,12709,0.021831,0.022569,0.004867,0.0,0.019554,0.024945,0.045779,-1.018691
post,14327,0.021972,0.022745,0.004881,0.0,0.019818,0.02511,0.048418,-1.107803
pre,9742,0.022204,0.022771,0.004438,0.0,0.020173,0.024963,0.040922,-1.071076
