,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.000197,1.5e-05,0.000376,-5e-06,2e-06,0.00021,0.00076,1.150299
post,5,0.000235,6e-06,0.000517,-8e-06,-7e-06,2.5e-05,0.001159,1.497453
pre,3,2.8e-05,1e-06,4.8e-05,1e-06,1e-06,4.2e-05,8.3e-05,0.707107
