,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.249756,0.189586,0.19255,0.090922,0.160933,0.224528,0.582813,1.25302
post,10,0.220037,0.185045,0.137495,0.099313,0.118241,0.238573,0.510235,1.119981
pre,2,0.126309,0.126309,0.035169,0.101441,0.113875,0.138743,0.151177,-0.0
