,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,25,0.523147,0.429998,0.437618,0.112691,0.28094,0.558437,2.088055,2.337079
post,29,0.567216,0.37549,0.63561,0.065616,0.224259,0.59894,3.061248,2.599006
pre,17,0.531158,0.485243,0.437106,0.084298,0.228905,0.577093,1.543909,1.291273
