,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.024648,0.026499,0.005088,0.017178,0.023689,0.027458,0.028417,-1.011059
post,5,0.023816,0.028263,0.006995,0.013512,0.01954,0.0286,0.029163,-0.670989
pre,3,0.026952,0.027074,0.00127,0.025626,0.02635,0.027615,0.028156,-0.174806
