,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,0.021602,0.023026,0.007239,0.002558,0.018504,0.026133,0.034905,-0.992869
post,58,0.021854,0.023196,0.006793,0.002365,0.017312,0.027531,0.032968,-0.666531
pre,34,0.022963,0.024202,0.006155,0.007712,0.019114,0.028192,0.031467,-0.724781
