,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,81,0.589547,0.620753,0.226295,0.262588,0.3707,0.783328,0.996148,0.104502
post,97,0.537831,0.495444,0.209435,0.253203,0.333986,0.72231,0.997592,0.369592
pre,49,0.579922,0.563813,0.217554,0.248766,0.383422,0.775066,0.988359,0.194334
