,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.470779,0.533829,0.232103,0.213665,0.373747,0.599335,0.664841,-0.462227
post,4,0.742165,0.58555,0.566907,0.240896,0.488578,0.839137,1.556664,0.85879
pre,2,0.670037,0.670037,0.443698,0.356295,0.513166,0.826908,0.983779,-0.0
