,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.775286,0.815987,0.103514,0.657608,0.736797,0.834126,0.852264,-0.610665
post,3,0.764536,0.814125,0.095104,0.654885,0.734505,0.819361,0.824597,-0.697476
pre,3,0.769515,0.703733,0.173357,0.638676,0.671204,0.834934,0.966135,0.59673
