,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.705987,0.705987,0.030643,0.68432,0.695154,0.716821,0.727655,0.0
post,2,0.738212,0.738212,0.087054,0.676656,0.707434,0.76899,0.799768,0.0
pre,1,0.876801,0.876801,,0.876801,0.876801,0.876801,0.876801,
