,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.215759,0.148158,0.164051,0.023463,0.098993,0.357409,0.478525,0.371458
post,9,0.256258,0.281605,0.239152,0.020391,0.053375,0.331891,0.748739,0.863645
pre,8,0.189318,0.144524,0.137412,0.035943,0.091693,0.314966,0.375049,0.333412
