,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.0,0.0,,0.0,0.0,0.0,0.0,
post,1,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,
pre,1,2e-06,2e-06,,2e-06,2e-06,2e-06,2e-06,
