,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.569728,0.57035,0.134384,0.329929,0.475864,0.631174,0.80866,-0.00481
post,21,0.478413,0.469922,0.131999,0.26931,0.392618,0.554317,0.818516,0.606294
pre,9,0.519307,0.540537,0.158323,0.276936,0.467473,0.58122,0.823375,0.261308
