,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,9e-06,9e-06,,9e-06,9e-06,9e-06,9e-06,
post,1,-9e-06,-9e-06,,-9e-06,-9e-06,-9e-06,-9e-06,
pre,1,1.4e-05,1.4e-05,,1.4e-05,1.4e-05,1.4e-05,1.4e-05,
