,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.613894,0.313005,0.597303,0.213904,0.264123,0.693578,1.854949,1.481545
post,9,0.613801,0.403763,0.65756,0.097368,0.195698,0.693776,2.237273,1.835433
pre,5,0.590594,0.463133,0.565466,0.173814,0.221122,0.530192,1.564708,1.235483
