,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.188551,0.179565,0.130447,0.008603,0.097844,0.228751,0.471792,0.932239
post,11,0.187535,0.149134,0.127612,0.017562,0.129026,0.238226,0.51058,1.401605
pre,8,0.213743,0.20701,0.124944,0.014144,0.157669,0.257596,0.424839,0.178474
