,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.274511,0.274511,,0.274511,0.274511,0.274511,0.274511,
post,2,0.921146,0.921146,0.040641,0.892409,0.906777,0.935515,0.949883,0.0
pre,1,0.320562,0.320562,,0.320562,0.320562,0.320562,0.320562,
