,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.18386,0.170841,0.132647,0.038288,0.090075,0.19228,0.493049,1.405045
post,9,0.168712,0.144551,0.123831,0.039774,0.078601,0.187736,0.434053,1.138902
pre,9,0.221266,0.206488,0.138763,0.050413,0.106277,0.298779,0.477061,0.433239
