,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,25,0.309947,0.083322,0.408408,0.0,0.009979,0.416624,1.396105,1.329403
post,32,0.326515,0.142253,0.372078,0.0,0.007921,0.63834,1.276492,0.899022
pre,20,0.233744,0.075694,0.387562,0.0,0.008385,0.288966,1.571127,2.341314
