,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,13,24.847975,16.432795,23.750607,8.492516,11.342785,30.731931,97.91961,2.440956
post,17,38.132921,16.501982,56.85366,8.030633,12.504905,27.567959,230.530441,2.66265
pre,10,16.541922,16.389695,4.488098,11.544128,12.99731,18.500254,26.155093,0.849756
