,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.0,0.0,2.8e-05,-6.8e-05,-1e-06,1.8e-05,3.2e-05,-1.582336
post,11,-2e-06,6e-06,2.3e-05,-6.3e-05,0.0,7e-06,2.9e-05,-1.695968
pre,8,1e-06,-1e-06,6e-06,-5e-06,-2e-06,2e-06,1.4e-05,1.082596
