,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.562184,0.562184,0.072525,0.510901,0.536543,0.587826,0.613467,0.0
post,2,0.619416,0.619416,0.035187,0.594535,0.606975,0.631856,0.644297,0.0
pre,1,0.57249,0.57249,,0.57249,0.57249,0.57249,0.57249,
