,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,288,0.102178,0.038556,0.186462,0.0,0.009841,0.091077,1.161378,3.369448
post,375,0.088558,0.035051,0.173339,0.0,0.007162,0.081257,1.31696,3.946228
pre,207,0.122509,0.041848,0.232978,0.0,0.01217,0.123303,1.502738,3.665488
