,Group,Threshold ratio,N above,% above,N total
0,in,0.01,30,90.9,33
1,in,0.05,0,0.0,33
2,in,0.1,0,0.0,33
3,in,0.2,0,0.0,33
4,post,0.01,39,90.7,43
5,post,0.05,0,0.0,43
6,post,0.1,0,0.0,43
7,post,0.2,0,0.0,43
8,pre,0.01,24,92.3,26
9,pre,0.05,0,0.0,26
10,pre,0.1,0,0.0,26
11,pre,0.2,0,0.0,26
