,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.15131,0.066878,0.190047,0.005445,0.022882,0.171523,0.501191,1.201375
post,9,0.260757,0.16999,0.258968,0.007694,0.036891,0.512794,0.609038,0.297233
pre,8,0.187669,0.05727,0.251631,0.010469,0.023311,0.256091,0.703096,1.264451
