,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,16,0.073439,0.068044,0.065271,0.0,0.023798,0.108041,0.235383,0.884005
post,16,0.105083,0.071598,0.096793,0.0,0.027464,0.180603,0.286894,0.575385
pre,16,0.082156,0.075886,0.076102,0.0,0.028356,0.102681,0.241853,0.917393
