,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,3.3e-05,2.2e-05,3.7e-05,3e-06,1.2e-05,4.8e-05,7.4e-05,0.487112
post,5,1.2e-05,7e-06,2.1e-05,-9e-06,-0.0,1.9e-05,4.5e-05,0.709625
pre,3,1.5e-05,1e-06,2.4e-05,0.0,1e-06,2.2e-05,4.3e-05,0.707076
