,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.060458,0.050635,0.030543,0.033094,0.047782,0.058167,0.112615,1.161369
post,7,0.081248,0.043344,0.096995,0.001014,0.013174,0.119088,0.259857,0.99958
pre,4,0.090885,0.095039,0.058338,0.017687,0.062636,0.123288,0.155773,-0.215705
