,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,24,3.414502,0.406137,8.130619,0.020254,0.092242,2.494733,32.925078,2.964087
post,28,2.519348,0.352527,9.270987,0.006365,0.120527,0.850513,49.44803,4.881338
pre,19,5.62869,0.875839,17.263944,0.098176,0.349288,2.495464,76.245526,3.888542
