,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.515339,0.384289,0.389929,0.1054,0.246422,0.954621,1.100538,0.48871
post,11,0.458462,0.329003,0.468945,0.000801,0.088515,0.813445,1.249,0.680195
pre,7,0.682111,0.642766,0.43409,0.15638,0.344251,1.007222,1.272685,0.120499
