,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.01655,0.01655,,0.01655,0.01655,0.01655,0.01655,
post,2,0.002912,0.002912,0.001965,0.001522,0.002217,0.003607,0.004302,0.0
pre,1,0.069814,0.069814,,0.069814,0.069814,0.069814,0.069814,
