,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.304775,0.282098,0.185691,0.051157,0.207668,0.406416,0.610898,0.243898
post,10,0.360077,0.306901,0.317598,0.029357,0.200299,0.370839,1.189637,1.901473
pre,8,0.29531,0.302157,0.171099,0.078346,0.212865,0.353764,0.607961,0.345205
