,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,52,0.296765,0.196074,0.300918,2.2e-05,0.087853,0.452634,1.371219,1.467883
post,60,0.292972,0.172993,0.284121,7.9e-05,0.089654,0.401453,1.149355,1.274222
pre,42,0.293994,0.195897,0.28105,1e-06,0.108769,0.415459,1.132119,1.247072
