,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,22,0.153894,0.100331,0.149797,0.005387,0.060221,0.238105,0.644298,1.756689
post,27,0.148641,0.108902,0.139614,0.004747,0.05134,0.187285,0.671158,2.122998
pre,16,0.143492,0.137056,0.079264,0.007045,0.105153,0.170994,0.304508,0.473934
