,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.744999,0.814599,0.186775,0.356357,0.712239,0.864292,0.890973,-1.42409
post,7,0.619508,0.690038,0.215338,0.281562,0.49257,0.745332,0.889154,-0.418857
pre,6,0.749994,0.828146,0.216701,0.316497,0.779186,0.871671,0.878127,-1.635418
