,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,17,0.674532,0.336071,1.015647,0.008418,0.196114,0.621444,4.319966,2.939099
post,18,0.696814,0.506999,0.655358,0.06824,0.218343,0.920141,2.348598,1.198684
pre,12,0.64202,0.629986,0.529652,0.101774,0.253115,0.701967,1.994177,1.422384
