,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,33,0.193856,0.148484,0.154772,0.0,0.081638,0.310589,0.563217,0.795457
post,43,0.185934,0.151731,0.161267,0.0,0.058004,0.285092,0.725489,1.138786
pre,26,0.246261,0.197345,0.164689,0.0,0.116793,0.338812,0.58666,0.596885
