,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,4.1e-05,1.7e-05,4.6e-05,1.1e-05,1.4e-05,5.6e-05,9.4e-05,0.695324
post,3,2.2e-05,1.1e-05,2.6e-05,3e-06,7e-06,3.1e-05,5.1e-05,0.62526
pre,1,1e-06,1e-06,,1e-06,1e-06,1e-06,1e-06,
