,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,27.421089,21.130966,23.429555,6.642674,17.004637,27.258505,90.607776,2.166023
post,10,21.188747,13.908918,14.68971,5.877287,10.416201,31.448932,52.0103,0.903219
pre,8,27.798595,18.588343,26.307203,7.270834,11.968769,27.884182,82.947572,1.367558
