,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.269586,0.21287,0.290346,0.015358,0.124653,0.282992,0.981204,1.773346
post,11,0.263213,0.160877,0.300688,0.016784,0.076908,0.307677,1.066191,1.83834
pre,8,0.29884,0.203082,0.334168,0.014922,0.146495,0.281194,1.084721,1.844543
