,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.084567,0.011797,0.150126,0.005018,0.007195,0.089169,0.309655,1.151607
post,4,0.047906,0.005854,0.088056,0.0,0.003368,0.050392,0.179915,1.150733
pre,3,0.049449,0.008785,0.074,0.004698,0.006741,0.071824,0.134864,0.704682
