,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.008589,0.008589,0.005169,0.004934,0.006762,0.010417,0.012244,0.0
post,2,0.014638,0.014638,0.014172,0.004617,0.009627,0.019649,0.024659,0.0
pre,1,0.027406,0.027406,,0.027406,0.027406,0.027406,0.027406,
