,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,0.052875,0.035144,0.059417,9e-06,0.010178,0.075579,0.305984,2.015128
post,58,0.09253,0.037202,0.16117,3.5e-05,0.008867,0.095656,0.932825,3.345125
pre,34,0.058161,0.022764,0.066765,0.000147,0.011848,0.089682,0.248355,1.361478
