,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.314199,0.203153,0.262366,0.031193,0.160465,0.520075,0.656108,0.325418
post,9,0.323277,0.236243,0.225623,0.034799,0.176226,0.389489,0.727489,0.719769
pre,1,0.759988,0.759988,,0.759988,0.759988,0.759988,0.759988,
