,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.123921,0.080203,0.125667,0.002617,0.043421,0.166384,0.373197,0.982943
post,10,0.220437,0.09419,0.425081,0.000862,0.040445,0.138093,1.415235,2.547458
pre,8,0.112823,0.091314,0.115669,0.006138,0.051242,0.125718,0.369616,1.427991
