,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,12709,0.039034,0.02202,0.085654,0.0,0.010367,0.040263,5.337523,24.02237
post,14327,0.038588,0.01946,0.1014,0.0,0.009285,0.036995,4.949453,19.84101
pre,9742,0.036786,0.020405,0.063647,0.0,0.010233,0.038802,1.79681,8.431373
