,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.5572,0.5572,,0.5572,0.5572,0.5572,0.5572,
post,2,0.503115,0.503115,0.012269,0.49444,0.498777,0.507453,0.511791,0.0
pre,1,0.380222,0.380222,,0.380222,0.380222,0.380222,0.380222,
