,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.448547,0.410463,0.158786,0.325049,0.367908,0.414238,0.725079,1.301573
post,7,0.347841,0.328688,0.190112,0.092076,0.226612,0.463741,0.633418,0.260113
pre,4,0.439246,0.409551,0.113135,0.345868,0.357748,0.491048,0.592013,0.608925
