,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.760983,0.788238,0.183344,0.565537,0.676887,0.858706,0.929174,-0.267059
post,3,0.73356,0.759996,0.188883,0.532852,0.646424,0.833914,0.907833,-0.252085
pre,3,0.763961,0.833684,0.182167,0.557231,0.695457,0.867326,0.900968,-0.600141
