,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.152866,0.052805,0.253889,0.02092,0.03668,0.099454,0.724069,1.974997
post,9,0.271667,0.165956,0.256728,0.006455,0.074971,0.450105,0.775461,0.770677
pre,5,0.15884,0.088262,0.213041,0.027698,0.051842,0.089297,0.537102,1.444026
