,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.675545,0.558289,0.52064,0.185796,0.387777,0.846057,1.399805,0.686546
post,4,0.444649,0.44026,0.195131,0.213778,0.35246,0.532449,0.684298,0.073144
pre,3,0.442783,0.443127,0.244438,0.198173,0.32065,0.565087,0.687048,-0.002586
